"assetType","slNo","customer","partName","partNo","revision","manufactureNo","manufactureYear","category","pressTonnage","mechNo","toolingLife","speed","model","cavityNo","incomingDate","location","size","weightKg","materialModel","thickness","materialWidthStep","ppepNo","blankingGap","designer","platingSupplier","productionFlowChart","firstSubmissionDate","designChangeDate","status","productPosition"
"Tooling","196","STL","Cover EZ100 600mm 18w","BRU53719","","D25TL092","2025","Single Tooling","260T","10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","197","STL","Cover LUG250 600mm 18w","BRU53739","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","198","STL","Cover LUG100 600mm 30w","BRU53727","","D25TL083 / D25TL092","2025","Single Tooling","200T / 260T","11# / 10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","199","STL","Cover LUG250 600mm 24w","BRU53740","","D25TL082 / D25TL092","2025","Single Tooling","200T / 260T","11# / 10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","200","STL","Cover LUG250 600mm 30w","BRU53741","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","201","STL","Cover LUG100 600mm 24w","BRU53726","","D25TL083 / D25TL092","2025","Single Tooling","200T / 260T","11# / 10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","202","STL","Cover LUG100 600mm 36w","BRU53728","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","203","STL","Cover EZ100 600mm 24w","BRU53720","","D25TL082 / D25TL092","2025","Single Tooling","200T / 260T","11# / 10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","204","STL","Cover EZ100 600mm 30w","BRU53721","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","205","STL","Cover EZ250 600mm 12w","BRU53730","","D25TL092","2025","Single Tooling","260T","10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","206","STL","Cover EZ250 600mm 18w","BRU53731","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*570","","","","","","","","Use","THAI"
"Tooling","207","STL","Cover EZ100 750mm 36w","BRU53722","","D25TL085 / D25TL092","2025","Single Tooling","260T /","10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","208","STL","Cover EZ100 750mm 42w","BRU53723","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","209","STL","Cover LUG250 750mm 42w","BRU53745 / Cancel","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","210","STL","Cover LUG100 750mm 42w","BRU53729","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","211","STL","Cover LUG250 750mm 36w","BRU53742","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","212","STL","Cover EZ250 750mm 24w","BRU53732","","D25TL092","2025","Single Tooling","260T","10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","213","STL","Cover EZ250 750mm 30w","BRU53734","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*720","","","","","","","","Use","THAI"
"Tooling","214","STL","Cover EZ250 900mm 36w","BRU53735","","D25TL092","2025","Single Tooling","260T","10#","","","Single Tooling / (Common)","NO","","","","","SPCC-SD","1.4","357.4*872","","","","","","","","Use","THAI"
"Tooling","215","STL","Cover EZ250 900mm 42w","BRU53736","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*872","","","","","","","","Use","THAI"
"Tooling","216","STL","Cover EZ250 900mm 48w","BRU53737","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*872","","","","","","","","Use","THAI"
"Tooling","217","STL","Cover LUG250 900mm 48w","BRU53746","","","2025","Unknown","","","","","","","","","","","SPCC-SD","1.4","357.4*872","","","","","","","","Use","THAI"
"Tooling","218","STL","Arc stack side Left,#4","48187102","","D25TL179","2025","Progressive Tooling","110T","9#","","30","Progressive Tooling / （4 Cav.）","NO","","F1/Stamping","","340","G9","1.0","100*70","","","","","","","","Use","THAI"
"Tooling","219","STL","Arc stack side right,#4","48187110#4","","D25TL178","2025","Progressive Tooling","110T","9#","","30","Progressive Tooling / （4 Cav.）","NO","","","","","G9","1.0","100*70","","","","","","","","Use","THAI"
"Tooling","220","STL","Arc stack side Medium,#4","48187111","","D25TL180","2025","Progressive Tooling","110T","9#","","30","Progressive Tooling / （4 Cav.）","NO","","F1/Store Tool","","340","GP0-3","1.0","100*70","","","","","","","","Use","THAI"
"Tooling","221","JOYSON","STAY UPPER 0092","1189785","","Q25.JS.072","2026","Progressive Tooling","300T","7#","","25","Progressive Tooling / （2 Cav.）","1,2","","F1/Stamping","","1995","SPFH590","2","218*69","","","","","","","","Use","THAI"
"Tooling","222","JOYSON","CJ BASE","48187096","","Q25.TR.073","2026","Progressive Tooling","500T","8#","","25","Progressive Tooling / （1 Cav.）","NO","","F1/Stamping","","2680","SPFH590","2","228*109","","","","","","","","Use","THAI"
"Tooling","223","JOYSON","TIE BAR 0088","1160088","","Q25.JS.071","2026","Progressive Tooling","150T","6#","","50","Progressive Tooling / （2 Cav.）","1,2","","F1/Stamping","","678","SPFH590","1.6","95*79","","","","","","","","Use","THAI"
"Tooling","224","STL","SWITCH MECHANISM ROD 1","AAV18685","","D25TL203","2026","Progressive Tooling","110T","5#","","50","Progressive Tooling / （2 Cav.）","Dot,No Dot","","","","","SUS301","1","41*10","","","","","","","","Use","THAI"
"Tooling","225","STL","SWITCH MECHANISM ROD 1 PRESSED FIT","AAV62979","","D25TL208","2026","Progressive Tooling","110T","5#","","50","Progressive Tooling / （2 Cav.）","Dot,No Dot","","","","","SUS301","1","41*10","","","","","","","","Use","THAI"
"Tooling","226","STL","SWITCH MECHANISM FLANGE","AAV18695","","W25TL004","2026","Progressive Tooling","110T","4#","","70","Progressive Tooling / （1 Cav.）","NO","","","","","SUS430","0.8","40*28","","","","","","","","Use","THAI"
"Tooling","227","STL","SWITCH MECHANISM FRAME","AAV18687","","W25TL005","2026","Progressive Tooling","150T","6#","","70","Progressive Tooling / （1 Cav.）","NO","","","","","SUS430","0.8","48*38","","","","","","","","Use","THAI"
"Tooling","228","JOYSON","CJ BASE FRAME 8709","5038709","","Q25.JS.075","2026","Progressive Tooling","500T","8#","","25","Progressive Tooling / （1 Cav.）","","","","","","SPFH590","2","232*109","","","","","","","","Use","THAI"
"Tooling","229","JOYSON","CJ TIE BAR IEA 8710","5038710","","Q25.JS.076","2026","Progressive Tooling","300T","7#","","30","Progressive Tooling / （2 Cav.）","","","F1/Stamping","","890","SPFH590","1.6","175*65","","","","","","","","Use","THAI"
"Tooling","230","JOYSON","CJ UPPER STAY FR, RH","5038517-AA0","","Q25.JS.078","2026","Progressive Tooling","500T","8#","","30","Progressive Tooling / （2 Cav.）","","","F1/Stamping","","3716","SPFH590","2","269*94","","","","","","","","Use","THAI"
"Tooling","231","JOYSON","CJ UPPER STAY FR, LH","5038515","","Q25.JS.077","2026","Progressive Tooling","500T","8#","","30","Progressive Tooling / （2 Cav.）","","","F1/Stamping","","2596","SPFH590","2","283*69","","","","","","","","Use","THAI"
"Tooling","232","STL","SWITCH MECHANISM ROD 2","AAV18686","","D25.TL.204","2026","Progressive Tooling","110T","","","","Progressive Tooling / （2 Cav.）","","","F1/Store Tool","","180","SUS301","1","18*12","","","","","","","","Use","THAI"
"Tooling","233","STL","Switch mechanism plate/Switch mechanism plate pressed","AAV18694 / &AAV62978","","D25TL205","2026","Progressive Tooling","110T","","","","Progressive Tooling / （1+1 Cav.）","","","F1/","","210","SUS301","1","53*13","","","","","","","","Use","THAI"
"Jig-Fixture","1","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","PASSIVE BRACKET","SB-068C-2","","","","CNC","","","","","","4 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","2","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","Bracket","SB-075B-1-1","","","","CNC","","","","","","2 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","3","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","RHS ACTIVE BRACKETT","SB-069A-1","","","","CNC","","","","","","2 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","4","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","ASSIVE BRKT","SB-092A-2","","QT24.TS053","","CNC","","","","","","2 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","5","Tesla","1095273-03-A","0135-0800005","","WQT.24SH03","","CNC","","","","","","2 Cav.","","F1/Store Tool","","50","","","","","","","","","","","Use","THAI"
"Jig-Fixture","6","Tesla","1095273-03-A","0135-0800005","","WQT.24SH04","","CNC","","","","","","2 Cav.","","F1/Store Tool","","50","","","","","","","","","","","Use","THAI"
"Jig-Fixture","7","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","UPPER PLATE","TM-755A-1","","Jig-fixtureTM-755A-1","2020","Spot welding","","","","","jig fixture/TM-755A-1","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","8","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","Passive Bracket Assembly","SB-042E-2","","WT20.TS.23","2020","Co2 welding","","","","","","2 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","9","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","UPR ACTIVE ASSEMBLY","SB-068C-1","","EY-23JR05-01 EY-23JR05-02","2024","Co2 welding","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","10","JOYSON","CG BASE","1121416-AFO","","QT24.JS.018","2024","Spot welding","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","11","JOYSON","CG BASE","1121416-AFO","","QT24.JS.017-1","2024","Reveting","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","12","JOYSON","CG BASE","1121416-AFO","","QT24.JS.017-2","2024","Reveting","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","13","JOYSON","CG BASE","1121416-AFO","","QT24.JS.017-3","2024","Reveting","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","14","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","ACTIVE ASSEMBLY","SB-092B-1","","24.JR.0501 24.JR.0502","2025","Co2 welding","","","","","","1 Cav.","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","15","JOYSON","RETAINER COMP KNEE","1185577","","QT24.JS.073","2025","Spot welding","","","","","","1 Cav.","","F1/Robot spot","","495","Cr12MoV","","","","","","","","","","Use","THAI"
"Jig-Fixture","16","STL","ARC STACK ASSEMBLY-MEDIUM","S1A23976-D","04","JY-48187714AA","","Assembly","","1#","","30","Assemble machine / （1 Cav.）","NO","","","","","48187104AA / 48187097AA / 48187111AA","","","/ / SELV","Unilateral / 0.05mm","LIU PING","","Stamping---Packaging---Finished Product","2010.6.28","","Use","THAI"
"Jig-Fixture","17","STL","ARC STACK ASSEMBLY-HIGH","S1A23969-D","00","JY-8187713AA","","Assembly","","2#","","25","Assemble machine / （1 Cav.）","NO","","","","","48187053AA","","","REG4-AAAGOJ","Unilateral / 0.05mm","LIU PING","","Stamping---Plating---Packaging---Finished Product","2018.10.8","2021.11.18 / change raw material width 39mm to 38mm","Use","THAI"
"Jig-Fixture","18","STL","CUT CHAMBER","51207116-JR","","","","Assembly","","5#,6#,7#,8#","","25","Assemble machine / （1 Cav.）","NO","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","19","STL","GV2 6 Plate","W813890060190-JR","","","","Assembly","","4#","","25","Assemble machine / （1 Cav.）","NO","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","20","STL","GV2 9 Plate","W813890890211-JR","","","","Assembly","","4#","","25","Assemble machine / （1 Cav.）","NO","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","21","STL","OUTPUT PHASE CONNECTOR ASSEMBLY","S1B13956","01","D21.TL.30","2024","Reveting","","","","2","Riveting fixture / （2 Cav.）","NO","","","","","S1B13954&GHM12023","","","REG4-AAAPTL","","Song ZiWen","","Riveting---Packaging","2021-12-20","","Use","THAI"
"Jig-Fixture","22","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","CUP","TM-818-1","","","2024","Spot welding","","2#","","","","","","","","","TM-818-1 / TM-818-1-1","","","","","Dong XiLi","","Welding-riveting-selection-packaging","2022-2-13","","Use","THAI"
"Jig-Fixture","23","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","UPR ACTIVE ASSEMBLY","SB-068C-1","","SB-068-1","2024","Co2 welding","","1#","","","Welding Jia / （1 Cav.）","","","","","","SB-068-1-1 / SB-068B-1-2 / SB-068-1-3","","","","","","","Welding--sorting 100%--packaging--Finished Product","20-02-2024","","Use","THAI"
"Jig-Fixture","24","JOYSON","CG BASE UNIT RR","2567475-AA","","","2024","Spot welding","","","","","","","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","25","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","Passive Bracket Assembly","SB-042E-2","","SB-042B-2","2025","Co2 welding","","1#","","50 pcs/H","Welding Jia / （2 Cav.）","L&R","","","","","SB-042B-2-1 / SB-042B-2-2","","","","","Wang Chun Fu","","Welding-riveting-selection-packaging","2021.2.21","","Use","THAI"
"Jig-Fixture","26","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","UPPER PLATE","TM-755A-1","C","jig fixture- / TM755A-1","2025","Co2 welding","","2#/3#","","","Welding Jig / （1 Cav.）","","","","","","","2.9","","","","","","","","","Use","THAI"
"Jig-Fixture","27","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","ACTIVE ASSEMBLY","SB-092C-1","","SB-092B-1","2025","Co2 welding","","1#","","","Welding Jig / （1 Cav.）","","","","","","SB-092B-1-1SB-092B-1-2 SB-092A-1-3SB-092A-1-4 SB-092A-1-5","","","","","","","","","","Use","THAI"
"Jig-Fixture","28","SumiRiko Eastern Rubber (Thailand) Ltd. (ESIE Plant)","BRKT SUB ASSY","SB-104A-1","","","2025","Co2 welding","","","","","Welding Jig / （1 Cav.）","","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","29","JOYSON","RETAINER COMP KNEE","1185577-AD","","","2025","Co2 welding","","1#","","","Welding Jig / （1 Cav.）","","","","","","","","","","","","","","","","Use","THAI"
"Jig-Fixture","30","JOYSON","CE BASE UNIT RR 5677","1185677-AB0","","","2025","Reveting","","","","","","","","","","","","","","","","","","","","","Use","THAI"
